"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2019,147384300,121746121,27,"C",20,,""
2019,147375896,121746127,16,"C",20,,""
2019,147375895,121746127,49,"C",20,,"F"
2019,147375919,121746142,45,"C",6,,""
2019,147375936,121746159,45,"C",20,,""
2019,147384354,121745506,49,"C",20,,"N"
2019,147384364,121746186,45,"C",20,,""
2019,147375980,121746208,51,"C",20,,""
2019,147379138,121730371,5,"C",23,,""
2019,147379137,121730371,45,"C",23,,""
2019,147375998,121746220,16,"C",18,,""
2019,147384459,121745600,45,"C",5,,""
2019,147384470,121746257,49,"C",20,,"N"
2019,147384486,121730412,27,"C",20,,""
2019,147379185,121746277,14,"C",20,,""
2019,147384529,121746295,51,"C",20,,""
2019,147379208,121745670,45,"C",20,,""
2019,147384553,121746305,35,"C",13,,""
2019,147379220,121746307,45,"C",20,,""
2019,147379229,121746318,49,"A",20,,"F"
2019,147376163,121746351,5,"C",25,,""
2019,147379261,121730496,45,"C",20,,""
2019,147379265,121745763,45,"C",20,,""
2019,147379275,121745776,45,"C",20,,""
2019,147384669,121746385,51,"C",20,,""
2019,147384680,121746395,51,"C",4,,""
2019,147386265,121745833,16,"C",13,,""
2019,147386296,121745867,51,"C",13,,""
2019,147384770,121746463,16,"C",7,,""
2019,147386333,121746473,35,"C",13,,""
2019,147386332,121746473,16,"C",13,,""
2019,147384813,121746484,5,"C",5,,""
2019,147384840,121746498,5,"C",3,,""
2019,147384867,121746515,45,"C",20,,""
2019,147384881,121746530,16,"C",13,,""
2019,147386412,121746547,49,"C",20,,"F"
2019,147384922,121746557,51,"C",22,,""
2019,147384934,121746564,16,"C",15,,""
2019,147384935,121746564,35,"C",15,,""
2019,147386444,121746575,5,"C",20,,""
2019,147386490,121746611,14,"C",20,,""
2019,147386504,121746084,35,"C",13,,""
2019,147386503,121746084,16,"C",13,,""
2019,147379510,121746650,51,"C",20,,""
2019,147379526,121746672,45,"C",20,,""
2019,147386586,121746684,16,"C",22,,""
2019,146821210,121261197,51,"C",13,,""
2019,146795692,121266139,47,"C",25,,""
2019,146795696,121261203,35,"C",13,,""
2019,146821218,121261203,16,"C",13,,""
2019,146795713,121261215,45,"C",20,,""
2019,146813844,121266153,51,"C",7,,""
2019,148056466,122331256,27,"C",24,,""
2019,148056469,122331257,16,"C",13,,""
2019,148056472,122331259,51,"C",13,,""
2019,148056066,122331260,5,"C",20,,""
2019,148056477,122331263,11,"C",25,,""
2019,148056478,122331264,51,"C",20,,""
2019,148056480,122331266,27,"C",18,,""
2019,148056481,122331268,45,"C",20,,""
2019,148056482,122331268,5,"C",20,,""
2019,148056486,122331270,27,"C",20,,""
2019,148056488,122331272,45,"C",7,,""
2019,148056490,122331274,45,"C",7,,""
2019,148056491,122331275,11,"C",8,,""
2019,148056492,122331276,23,"C",8,,""
2019,148056493,122331277,37,"C",2,,""
2019,148056495,122331279,40,"C",13,,""
2019,148056497,122331281,45,"C",24,,""
2019,148056499,122331283,23,"C",8,,""
2019,148056500,122331284,5,"C",20,,""
2019,148056502,122331286,23,"C",8,,""
2019,148056508,122331291,5,"C",20,,""
2019,148056510,122331293,27,"C",13,,""
2019,148056511,122331293,39,"C",13,,""
2019,148056512,122331294,23,"C",8,,""
2019,148056513,122331295,51,"C",13,,""
2019,148056515,122331297,49,"C",20,,"N"
2019,148056519,122331300,5,"C",20,,""
2019,148056518,122331300,27,"C",20,,""
2019,148056520,122331301,51,"C",22,,""
2019,148056524,122331304,51,"C",20,,""
2019,148056527,122331306,35,"C",20,,""
2019,148056526,122331306,16,"C",20,,""
2019,148056529,122331308,51,"C",13,,""
2019,148056531,122331310,23,"C",12,,""
2019,148056532,122331311,23,"C",12,,""
2019,148056535,122331313,51,"C",14,,""
2019,148056536,122331313,30,"C",14,,""
2019,148056538,122331315,45,"C",20,,""
2019,148056540,122331317,14,"C",20,,""
2019,148056541,122331318,5,"C",18,,""
2019,148056544,122331321,40,"A",18,,""
2019,148056545,122331322,16,"C",15,,""
2019,148056548,122331324,45,"C",20,,""
2019,148056551,122331327,51,"C",20,,""
2019,148056553,122331329,51,"C",20,,""
2019,148056555,122331331,45,"C",12,,""
2019,148056556,122331333,23,"C",12,,""
2019,148056558,122331334,23,"C",8,,""
2019,148056561,122331336,49,"C",20,,"N"
2019,148056562,122331336,16,"C",20,,""
2019,148056564,122331338,5,"C",20,,""
2019,148056566,122331340,23,"C",8,,""
2019,148056569,122331342,16,"C",22,,""
2019,148056574,122331345,5,"C",7,,""
2019,148056575,122331346,51,"C",22,,""
2019,148056579,122331348,45,"C",20,,""
2019,148056581,122331350,44,"C",20,,""
2019,148056583,122331352,23,"C",8,,""
2019,148056587,122331356,27,"C",20,,""
2019,148056590,122331358,45,"C",20,,""
2019,148056591,122331360,51,"C",20,,""
2019,148056593,122331362,28,"C",20,,""
2019,148056594,122331362,16,"C",20,,""
2019,148056596,122331364,51,"C",20,,""
2019,148056598,122331366,49,"C",13,,"F"
2019,148056599,122331366,16,"C",13,,""
2019,148056601,122331368,16,"C",20,,""
2019,148056602,122331368,35,"C",20,,""
2019,148056604,122331370,23,"C",8,,""
2019,148056605,122331371,14,"C",20,,""
2019,148056607,122331373,51,"C",22,,""
2019,148056611,122331376,14,"A",20,,""
2019,148056612,122331377,51,"C",13,,""
2019,148056614,122331378,5,"C",20,,""
2019,148056613,122331378,51,"C",20,,""
2019,148056615,122331379,27,"C",21,,""
2019,148056616,122331380,49,"C",20,,"F"
2019,148056619,122331382,51,"C",11,,""
2019,148056621,122331384,51,"C",20,,""
2019,148056623,122331386,16,"C",7,,""
2019,148056628,122331389,5,"C",13,,""
2019,148056627,122331389,51,"C",13,,""
2019,148056629,122331390,28,"C",7,,""
2019,148056633,122331393,5,"C",18,,""
2019,148056634,122331394,14,"C",8,,""
2019,148056636,122331396,23,"C",12,,""
2019,148056638,122331398,23,"C",8,,""
2019,148056639,122331399,23,"C",12,,""
2019,148056642,122331401,5,"C",5,,""
2019,148056641,122331401,49,"C",5,,"F"
2019,148056644,122331403,5,"C",13,,""
2019,148056645,122331404,45,"C",18,,""
2019,148056648,122331406,45,"C",20,,""
2019,148056647,122331406,51,"C",20,,""
2019,148056649,122331407,44,"C",20,,""
2019,148056652,122331409,5,"C",20,,""
2019,148056651,122331409,49,"C",20,,"F"
2019,148056653,122331410,14,"C",20,,""
2019,148056654,122331411,14,"C",20,,""
2019,148056656,122331413,5,"C",20,,""
2019,148056661,122331418,45,"C",20,,""
2019,148056663,122331419,27,"C",20,,""
2019,148056666,122331422,51,"C",20,,""
2019,148056668,122331424,40,"A",10,,""
2019,148056671,122331426,45,"C",2,,""
2019,140195715,115278788,51,"C",31,,""
2019,140195716,115278788,5,"C",31,,""
2019,140195723,115278793,16,"C",13,,""
2019,140195724,115278793,35,"C",13,,""
2019,140195727,115278797,16,"C",13,,""
2019,140195725,115278797,11,"C",13,,""
2019,140195728,115278797,35,"C",13,,""
2019,140195734,115278801,51,"C",20,,""
2019,140195745,115278808,49,"C",20,,"F"
2019,140202123,115283431,45,"C",25,,""
2019,140202132,115283436,51,"C",20,,""
2019,140195758,115278822,27,"C",20,,""
2019,140195761,115278825,35,"C",13,,""
2019,140202141,115278825,16,"C",13,,""
2019,140195762,115278826,14,"C",20,,""
2019,140202146,115283445,51,"C",13,,""
2019,140202147,115283447,47,"C",5,,""
2019,140195774,115278834,49,"C",20,,"N"
2019,140195781,115278841,51,"C",13,,""
2019,140195783,115278845,49,"C",20,,"N"
2019,140195787,115278848,5,"C",20,,""
2019,140195786,115278848,14,"C",20,,""
2019,140195789,115278849,45,"C",13,,""
2019,140195792,115278853,29,"C",3,,""
2019,140195799,115283467,45,"C",20,,""
2019,140195809,115278869,44,"C",12,,""
2019,140202181,115278870,5,"C",20,,""
2019,140202183,115278872,16,"C",13,,""
2019,140195813,115278873,56,"C",20,,""
2019,140202194,115283480,16,"C",20,,""
2019,140195822,115278880,27,"C",13,,""
2019,140195823,115283485,45,"C",8,,""
2019,140195825,115278881,16,"C",13,,""
2019,140202200,115278883,49,"C",20,,"F"
2019,140195829,115283492,45,"C",20,,""
2019,140195831,115278887,51,"C",20,,""
2019,140202210,115278890,47,"C",13,,""
2019,140202211,115278891,51,"C",20,,""
2019,140202215,115278894,45,"C",25,,""
2019,140195835,115278895,51,"C",20,,""
2019,140195838,115278898,51,"C",20,,""
2019,140195839,115278900,45,"C",8,,""
2019,140202220,115283501,14,"C",20,,""
2019,140195842,115278902,27,"C",5,,""
2019,140195843,115278903,45,"C",20,,""
2019,140195847,115283507,51,"C",20,,""
2019,140195999,115279038,36,"C",20,,""
2019,140196000,115279039,51,"C",20,,""
2019,140196001,115279040,5,"C",11,,""
2019,140196003,115279041,28,"C",20,,""
2019,140196002,115279041,45,"C",20,,""
2019,140196004,115279042,44,"C",20,,""
2019,140196005,115279043,51,"C",20,,""
2019,140196006,115279044,49,"C",20,,"N"
2019,140196008,115279045,49,"C",20,,"N"
2019,140196007,115279045,51,"C",20,,""
2019,140196009,115279045,5,"C",20,,""
2019,140196010,115279046,45,"C",20,,""
2019,140196011,115279047,23,"C",24,,""
2019,140196012,115279048,51,"C",20,,""
2019,140196013,115279048,49,"C",20,,"F"
2019,140196014,115279048,45,"C",20,,""
2019,140196015,115279049,51,"C",12,,""
2019,140196016,115279050,45,"C",20,,""
2019,140196017,115279051,16,"C",13,,""
2019,140196018,115279052,23,"C",8,,""
2019,140196019,115279053,51,"C",21,,""
2019,140196020,115279054,5,"C",20,,""
2019,140196021,115279055,5,"C",20,,""
2019,140196022,115279056,23,"C",8,,""
2019,140196023,115279057,51,"C",20,,""
2019,140196024,115279058,5,"C",20,,""
2019,140196025,115279059,5,"C",20,,""
2019,140196026,115279060,45,"C",6,,""
2019,140196027,115279061,40,"C",23,,""
2019,140196028,115279062,5,"C",20,,""
2019,140196029,115279063,46,"C",20,,""
2019,140196030,115279064,5,"C",20,,""
2019,140196031,115279065,23,"C",8,,""
2019,140196032,115279066,5,"C",11,,""
2019,140196034,115279067,5,"C",20,,""
2019,140196033,115279067,49,"C",19,1,"F"
2019,140196035,115279068,23,"C",8,,""
2019,140196036,115279069,45,"C",8,,""
2019,140196037,115279070,23,"C",8,,""
2019,140196038,115279071,5,"C",20,,""
2019,140196039,115279072,45,"C",18,,""
2019,140196040,115279073,27,"C",13,,""
2019,140196041,115279074,49,"C",20,,"N"
2019,140196042,115279075,23,"C",8,,""
2019,140196043,115279076,21,"C",20,,""
2019,140196044,115279077,14,"C",20,,""
2019,140196045,115279077,5,"C",20,,""
2019,140196046,115279078,45,"C",25,,""
2019,140196047,115279079,5,"C",20,,""
2019,140196048,115279080,16,"C",14,,""
2019,140196049,115279081,45,"C",25,,""
2019,140196050,115279082,5,"C",20,,""
2019,140196052,115279083,39,"C",13,,""
2019,140196051,115279083,27,"C",20,,""
2019,140196053,115279084,51,"C",20,,""
2019,140196054,115279085,27,"C",18,,""
2019,140196055,115279085,39,"C",18,,""
2019,140196056,115279086,51,"C",18,,""
2019,140196057,115279086,5,"C",18,,""
2019,140196058,115279087,49,"C",20,,"F"
2019,140196059,115279087,5,"C",20,,""
2019,140196061,115279088,5,"C",20,,""
2019,140196060,115279088,49,"A",20,,"N"
2019,140196062,115279089,45,"C",20,,""
2019,140196063,115279090,51,"C",20,,""
2019,140196064,115279091,45,"C",20,,""
2019,140196065,115279092,45,"C",20,,""
2019,140196066,115279093,5,"C",20,,""
2019,140196067,115279094,14,"C",18,,""
2019,140196068,115279095,14,"C",20,,""
2019,140196069,115279096,14,"A",18,,""
2019,140196070,115279097,5,"C",20,,""
2019,140196071,115279098,5,"C",19,,""
2019,140196072,115279099,14,"C",18,,""
2019,140196073,115279100,51,"C",20,,""
2019,140196074,115279101,36,"C",20,,""
2019,140196075,115279102,51,"C",20,,""
2019,140196077,115279104,23,"C",8,,""
2019,140196078,115279105,49,"C",20,,"N"
2019,140196079,115279106,51,"C",20,,""
2019,140196080,115279107,5,"C",20,,""
2019,140196081,115279108,46,"C",20,,""
2019,140196082,115279109,14,"C",18,,""
2019,140196083,115279110,49,"A",5,,"F"
2019,140196084,115279110,5,"C",5,,""
2019,140196085,115279111,23,"C",12,,""
2019,140196086,115279112,23,"C",8,,""
2019,140196087,115279113,51,"C",20,,""
2019,140196088,115279114,23,"C",25,,""
2019,140196089,115279115,51,"C",20,,""
2019,140196090,115279116,23,"C",8,,""
2019,140196091,115279117,23,"C",12,,""
2019,140196092,115279118,23,"C",24,,""
2019,140196093,115279119,45,"C",12,,""
2019,140196094,115279120,51,"C",20,,""
2019,140196095,115279121,27,"C",20,,""
2019,140196096,115279122,27,"C",20,,""
2019,140196097,115279123,51,"C",20,,""
2019,140196098,115279124,45,"C",20,,""
2019,140196099,115279125,27,"C",20,,""
2019,140196100,115279126,45,"C",20,,""
2019,140196102,115279127,5,"C",20,,""
2019,140196101,115279127,45,"C",20,,""
2019,140196103,115279128,8,"C",13,,""
2019,140196104,115279129,45,"C",7,,""
2019,140196105,115279130,23,"C",8,,""
2019,140196106,115279131,45,"C",14,,""
2019,140196107,115279132,16,"C",13,,""
2019,140196108,115279132,35,"C",13,,""
2019,140196109,115279133,5,"C",20,,""
2019,140196110,115279134,51,"C",20,,""
2019,140196111,115279135,27,"C",20,,""
2019,140196112,115279135,5,"C",20,,""
2019,140196113,115279136,5,"C",13,,""
2019,140196114,115279137,43,"C",20,,""
2019,140196115,115279138,5,"C",19,,""
2019,140196116,115279139,5,"C",18,,""
2019,140196117,115279140,40,"C",18,,""
2019,140196120,115279142,23,"C",8,,""
2019,140196121,115279143,51,"C",24,,""
2019,140196122,115279144,27,"C",20,,""
2019,140196124,115279145,5,"C",20,,""
2019,140196123,115279145,49,"A",20,,"N"
2019,140196125,115279146,5,"C",20,,""
2019,140196126,115279147,5,"C",20,,""
2019,140196127,115279148,5,"C",20,,""
2019,140196128,115279149,16,"C",13,,""
2019,140196129,115279150,5,"C",20,,""
2019,140196130,115279151,49,"C",8,,"F"
2019,140196131,115279151,5,"C",8,,""
2019,140196132,115279152,51,"C",13,,""
2019,140196133,115279153,40,"C",21,,""
2019,140196134,115279154,45,"C",25,,""
2019,140196135,115279155,51,"C",20,,""
2019,140196136,115279156,51,"C",20,,""
2019,140196137,115279157,45,"C",20,,""
2019,140196138,115279158,16,"C",13,,""
2019,140196139,115279159,14,"C",18,,""
2019,140196140,115279160,45,"C",20,,""
2019,140196141,115279161,40,"C",2,,""
2019,140196142,115279162,45,"C",25,,""
2019,140196144,115279163,5,"C",20,,""
2019,140196143,115279163,49,"A",20,,"F"
2019,140196145,115279164,51,"C",20,,""
2019,140196146,115279165,51,"C",20,,""
2019,140196147,115279166,45,"C",11,,""
2019,140196155,115279173,45,"C",1,,""
2019,140196156,115279174,45,"C",20,,""
2019,140196158,115279175,35,"C",12,,""
2019,140196157,115279175,23,"C",12,,""
2019,140196159,115279176,45,"C",20,,""
2019,140196160,115279177,45,"C",20,,""
2019,140196161,115279178,23,"C",12,,""
2019,140196148,115279167,51,"C",20,,""
2019,140196149,115279168,49,"C",20,,"N"
2019,140196150,115279169,51,"C",20,,""
2019,140196151,115279170,23,"C",8,,""
2019,140196152,115279171,51,"C",7,,""
2019,140196153,115279171,23,"C",7,,""
2019,140196154,115279172,5,"C",20,,""
2019,140196162,115279179,51,"C",13,,""
2019,140196163,115279180,51,"C",12,,""
2019,140196164,115279180,23,"C",12,,""
2019,140196166,115279181,5,"C",21,,""
2019,140196165,115279181,49,"A",20,,"F"
2019,140196167,115279182,5,"C",13,,""
2019,140196168,115279183,39,"C",13,,""
2019,140196169,115279184,45,"C",24,,""
2019,140196170,115279185,5,"C",12,,""
2019,140196171,115279186,49,"C",20,,"N"
2019,140196172,115279187,51,"C",13,,""
2019,140196173,115279188,27,"C",7,,""
2019,140206175,115279190,5,"C",18,,""
2019,140206176,115279191,45,"C",20,,""
2019,140206178,115279192,5,"C",20,,""
2019,140206177,115279192,49,"C",20,,"N"
2019,140206180,115279194,16,"C",22,,""
2019,140206181,115279195,45,"C",25,,""
2019,140206182,115279196,45,"C",18,,""
2019,140206183,115279197,45,"C",20,,""
2019,140206184,115279198,49,"C",20,,"F"
2019,140206185,115279199,45,"C",20,,""
2019,140206186,115279200,45,"C",20,,""
2019,140206187,115279201,45,"C",25,,""
2019,140206188,115279202,51,"C",22,,""
2019,140206189,115279203,14,"C",13,,""
2019,140206190,115279204,45,"C",1,,""
2019,140206191,115279205,23,"C",12,,""
2019,140206192,115279206,45,"C",21,,""
2019,140206193,115279207,51,"C",20,,""
2019,140206194,115279208,45,"C",18,,""
2019,140206195,115279209,51,"C",20,,""
2019,140206196,115279210,16,"C",13,,""
2019,140206197,115279211,5,"C",20,,""
2019,140206199,115279212,5,"C",22,,""
2019,148051586,122319156,16,"C",13,,""
2019,148047744,122315732,32,"C",15,,""
2019,148044067,122319173,51,"C",20,,""
2019,148047756,122315743,16,"C",13,,""
2019,148051676,122319234,49,"C",22,,"F"
2019,148051677,122319234,39,"C",22,,""
2019,148044148,122319237,49,"C",20,,"N"
2019,148051680,122319239,45,"C",24,,""
2019,148044161,122319246,49,"C",20,,"N"
2019,148051690,122315819,16,"C",15,,""
2019,148051688,122315819,23,"C",8,,""
2019,148051691,122315819,35,"C",8,,""
2019,148044172,122319257,11,"C",24,,""
2019,148047824,122324408,16,"C",14,,""
2019,148044184,122319264,11,"C",25,,""
2019,148044189,122319270,45,"C",21,,""
2019,148051747,122319288,16,"C",13,,""
2019,148044213,122319288,35,"C",13,,""
2019,148051756,122315876,49,"C",20,,"F"
2019,148051757,122315876,5,"C",20,,""
2019,148044223,122319294,39,"C",13,,""
2019,148047877,122319306,23,"C",8,,""
2019,148047888,122324461,45,"C",8,,""
2019,148051811,122319317,45,"C",8,,""
2019,148051862,122319338,16,"C",15,,""
2019,148044279,122319340,39,"C",18,,""
2019,148051876,122319343,16,"C",20,,""
2019,148051884,122319351,45,"C",18,,""
2019,148051887,122319354,14,"C",5,,""
2019,148044291,122319354,5,"C",5,,""
2019,148044300,122319362,35,"C",13,,""
2019,148051898,122319362,16,"C",13,,""
2019,148044310,122324506,23,"C",8,,""
2019,148044316,122319370,27,"C",13,,""
2019,148044319,122319372,23,"C",8,,""
2019,148047951,122324516,16,"C",13,,""
2019,148044338,122319386,16,"C",13,,""
2019,148047958,122324522,39,"C",20,,""
2019,148051937,122324522,16,"C",20,,""
2019,148044346,122319389,27,"C",20,,""
2019,148044350,122319393,44,"C",24,,""
2019,148047964,122319395,35,"C",13,,""
2019,148047963,122319395,16,"C",13,,""
2019,148051982,122319406,16,"C",13,,""
2019,148047978,122319410,45,"C",7,,""
2019,148051989,122319411,27,"C",20,,""
2019,148051990,122319411,51,"C",20,,""
2019,148052014,122316085,23,"C",8,,""
2019,148052021,122316091,49,"C",15,,"N"
2019,148044404,122319438,16,"C",11,,""
2019,148044405,122319438,35,"C",11,,""
2019,148048007,122319440,5,"C",20,,""
2019,148044407,122319440,49,"C",20,,"F"
2019,148044418,122319451,16,"C",13,,""
2019,148052060,122326120,45,"C",20,,""
2019,148044429,122324577,49,"C",20,,"N"
2019,148044438,122319466,51,"C",20,,""
2019,148052077,122326134,45,"C",20,,""
2019,148044442,122319469,16,"C",18,,""
2019,148052094,122324587,44,"C",20,,""
2019,148044450,122319480,51,"C",20,,""
2019,148052117,122319487,27,"C",20,,""
2019,148044462,122319491,35,"C",18,,""
2019,148044461,122319491,16,"C",18,,""
2019,148044465,122319494,5,"C",20,,""
2019,148048046,122324611,45,"C",20,,""
2019,148044472,122319502,45,"C",20,,""
2019,148044482,122319508,45,"C",13,,""
2019,148044483,122319509,16,"C",13,,""
2019,148044493,122319514,5,"C",20,,""
2019,148044492,122319514,51,"C",20,,""
2019,148044498,122319520,46,"C",25,,""
2019,148048059,122326198,45,"C",8,,""
2019,148052175,122319522,45,"C",20,,""
2019,148044513,122326216,27,"C",20,,""
2019,148052203,122326233,45,"C",25,,""
2019,148052210,122326238,49,"C",20,,"F"
2019,148052211,122326238,5,"C",20,,""
2019,148044531,122319542,51,"C",20,,""
2019,148044537,122319544,27,"C",20,,""
2019,148044536,122319544,29,"C",20,,""
2019,148044540,122319546,5,"C",18,,""
2019,148052247,122319551,23,"C",8,,""
2019,148052258,122319554,5,"C",6,,""
2019,148052257,122319554,45,"C",6,,""
2019,148044557,122319558,45,"C",10,,""
2019,148044566,122319564,51,"C",20,,""
2019,148044567,122319567,45,"A",22,,""
2019,148044575,122319574,51,"C",20,,""
2019,148044582,122319585,51,"C",20,,""
2019,148044587,122319587,35,"C",18,,""
2019,148044586,122319587,16,"C",18,,""
2019,148044591,122319591,45,"C",20,,""
2019,148052310,122326327,21,"C",13,,""
2019,148052319,122319596,16,"C",22,,""
2019,148048134,122319605,39,"C",13,,""
2019,148048132,122319605,16,"C",13,,""
2019,148044606,122319605,35,"C",13,,""
2019,148052345,122319609,45,"C",8,,""
2019,148044615,122319611,44,"C",20,,""
2019,148048144,122319617,45,"C",10,,""
2019,148048147,122324695,16,"C",13,,""
2019,148048148,122324695,35,"C",13,,""
2019,148044622,122319618,45,"C",18,,""
2019,148044624,122319620,23,"C",8,,""
2019,148052378,122326378,23,"C",8,,""
2019,148044643,122319630,45,"C",20,,""
2019,148044645,122319632,51,"C",20,,""
2019,148044649,122319637,27,"C",20,,""
2019,148044654,122319643,45,"C",20,,""
2019,148044655,122319644,16,"C",13,,""
2019,148052412,122324716,5,"C",20,,""
2019,148048172,122324716,51,"C",20,,""
2019,148052415,122319651,5,"C",20,,""
2019,148044666,122319659,5,"C",20,,""
2019,148048177,122324722,16,"C",13,,""
2019,148048190,122319665,16,"C",18,,""
2019,148044680,122319674,45,"C",14,,""
2019,148044685,122319677,5,"C",20,,""
2019,148048203,122319685,14,"C",18,,""
2019,148052507,122319686,14,"C",20,,""
2019,148044697,122324751,5,"C",20,,""
2019,148044706,122319699,46,"C",20,,""
2019,148044711,122319702,5,"C",20,,""
2019,148052571,122319720,14,"C",20,,""
2019,148044724,122319718,23,"C",8,,""
2019,148048232,122319723,16,"C",13,,""
2019,148044731,122319725,35,"C",13,,""
2019,148052577,122319727,51,"C",20,,""
2019,148044734,122319726,16,"C",13,,""
2019,148044747,122319735,16,"C",11,,""
2019,148044755,122319739,49,"C",20,,"N"
2019,148044762,122319741,14,"C",20,,""
2019,148052618,122319743,39,"C",20,,""
2019,148052617,122319743,35,"C",20,,""
2019,148052616,122319743,16,"C",20,,""
2019,148048256,122319747,51,"C",20,,""
2019,148044769,122326566,16,"C",13,,""
2019,148052636,122319751,8,"C",20,,""
2019,148052643,122319754,45,"C",20,,""
2019,148052645,122326571,45,"C",25,,""
2019,148052649,122319756,51,"C",20,,""
2019,148052657,122326584,16,"C",20,,""
2019,148044781,122326587,45,"C",20,,""
2019,148048280,122326592,39,"C",20,,""
2019,148044783,122326592,35,"C",21,,""
2019,148044782,122326592,16,"C",21,,""
2019,148044790,122324823,14,"C",20,,""
2019,148052681,122319782,45,"C",20,,""
2019,148048287,122319783,51,"C",20,,""
2019,148052692,122319786,51,"C",20,,""
2019,148048289,122319788,5,"C",20,,""
2019,148052693,122319788,49,"C",20,,"N"
2019,148044819,122326630,35,"C",20,,""
2019,148052712,122326630,16,"C",20,,""
2019,148048309,122319810,27,"C",20,,""
2019,148048315,122326643,35,"C",13,,""
2019,148048314,122326643,16,"C",13,,""
2019,148052736,122319824,16,"C",13,,""
2019,148052745,122326657,16,"C",13,,""
2019,148048351,122319851,16,"C",20,,""
2019,148052779,122319851,35,"C",20,,""
2019,148044869,122319862,45,"C",13,,""
2019,148044876,122326720,45,"C",20,,""
2019,148052821,122326727,45,"C",20,,""
2019,148048367,122324869,27,"C",20,,""
2019,148048368,122324869,39,"C",20,,""
2019,148044884,122326734,51,"C",20,,""
2019,148052848,122319882,5,"C",20,,""
2019,148052846,122319882,49,"A",20,,"F"
2019,147369319,121741184,3,"C",25,,""
2019,147372308,121741269,35,"C",13,,""
2019,147372306,121741269,21,"C",20,,""
2019,147372307,121741269,16,"C",20,,""
2019,147372314,121741277,27,"C",20,,""
2019,147372334,121738118,45,"C",21,,""
2019,147369513,121738135,45,"C",20,,""
2019,147376569,121728145,44,"C",20,,""
2019,147369537,121741363,51,"C",20,,""
2019,147372383,121741388,45,"C",20,,""
2019,147372512,121738270,45,"C",25,,""
2019,147369760,121738280,45,"C",20,,""
2019,147369791,121738298,5,"C",24,,""
2019,147369789,121738298,49,"C",24,,"F"
2019,147369790,121738298,45,"C",24,,""
2019,147372588,121741636,16,"C",20,,""
2019,147376727,121741636,39,"C",20,,""
2019,140206198,115279212,14,"C",22,,""
2019,140206200,115279213,5,"C",20,,""
2019,140206201,115279214,5,"C",20,,""
2019,140206202,115279215,14,"C",20,,""
2019,140206203,115279216,51,"C",20,,""
2019,140206204,115279217,14,"C",8,,""
2019,140206205,115279218,45,"C",18,,""
2019,140206206,115279219,51,"C",20,,""
2019,140206207,115279220,40,"C",13,,""
2019,140206208,115279221,5,"C",20,,""
2019,140206209,115279222,51,"C",20,,""
2019,140206210,115279223,49,"C",20,,"N"
2019,140206211,115279223,5,"C",20,,""
2019,140206212,115279224,51,"C",20,,""
2019,140206213,115279225,27,"C",20,,""
2019,140206214,115279226,5,"C",20,,""
2019,140206216,115279227,5,"C",20,,""
2019,147373916,121739460,51,"C",20,,""
2019,147373921,121743586,5,"C",20,,""
2019,147382108,121743587,36,"C",20,,""
2019,147382114,121743593,45,"C",20,,""
2019,147373932,121743594,35,"C",13,,""
2019,147373931,121743594,16,"C",13,,""
2019,147382120,121743596,5,"C",20,,""
2019,147373946,121739482,5,"C",20,,""
2019,147382126,121743603,14,"C",20,,""
2019,147373958,121729037,14,"A",20,,""
2019,147382170,121743630,5,"C",18,,""
2019,147373976,121739513,27,"C",20,,""
2019,147373975,121729052,45,"C",20,,""
2019,147377594,121743633,14,"C",18,,""
2019,147382180,121729056,51,"C",15,,""
2019,147382204,121729067,16,"C",13,,""
2019,147377623,121743663,5,"C",19,,""
2019,147377621,121743663,49,"C",19,1,"F"
2019,147373999,121743662,16,"C",25,,""
2019,147377625,121729072,51,"C",20,,""
2019,147382223,121743677,49,"C",20,,"F"
2019,147382224,121743677,5,"C",20,,""
2019,147382241,121743693,44,"C",20,,""
2019,147377636,121729089,51,"C",20,,""
2019,147382253,121743708,45,"C",8,,""
2019,147374037,121729092,45,"C",12,,""
2019,147377651,121743723,16,"C",13,,""
2019,147382280,121743725,49,"C",5,,"N"
2019,147382281,121739576,45,"C",25,,""
2019,147374057,121743734,5,"C",18,,""
2019,147374058,121743736,16,"C",13,,""
2019,147374060,121743739,16,"C",18,,""
2019,147382289,121739581,49,"C",19,1,"F"
2019,147374065,121729109,51,"C",20,,""
2019,147382292,121739586,51,"C",20,,""
2019,147377670,121729114,27,"C",13,,""
2019,147382303,121729116,16,"C",13,,""
2019,147382314,121739603,27,"C",20,,""
2019,147377682,121739602,51,"C",20,,""
2019,147382316,121739605,2,"C",24,,""
2019,147377687,121729121,51,"C",20,,""
2019,147382323,121739606,5,"C",25,,""
2019,147382325,121739608,35,"C",13,,""
2019,147382324,121739608,16,"C",13,,""
2019,147382334,121743772,16,"C",13,,""
2019,147374087,121743772,27,"C",13,,""
2019,147377693,121743774,49,"C",20,,"F"
2019,147382343,121743782,14,"C",20,,""
2019,147382347,121743784,5,"C",20,,""
2019,147377705,121729139,5,"C",20,,""
2019,147382358,121729145,29,"C",20,,""
2019,147382359,121729145,51,"C",20,,""
2019,147374111,121743797,16,"C",13,,""
2019,147382371,121743801,5,"C",18,,""
